# nel,B,Pinput,Prad,Prad/Pinput,beta,CIII,CIV,OV,OVI,FeXVI
4.702377824164293285e-01,9.553562640879033063e-01,6.913309721399272245e-01,6.919795504710047895e-01,5.192206602050266628e-01,1.525096560075805963e-01,3.599430314980820445e-01,4.042114368092022403e-01,5.311202816071942667e-01,6.427121634897355884e-01,5.142505682349958196e-01
4.744817233651050792e-01,9.553562640879033063e-01,6.913309721399272245e-01,7.003792844783172100e-01,5.233830573907567452e-01,1.554915593154989617e-01,3.700768227025586499e-01,4.054214512972135198e-01,4.596869843050198634e-01,5.552139925258272601e-01,4.893638429703751069e-01
4.695058702055789901e-01,9.553562640879033063e-01,6.913309721399272245e-01,6.584039951429938586e-01,5.025820432142746874e-01,1.588697200778055318e-01,3.697186194211093402e-01,4.221922212087667603e-01,4.316902558149214308e-01,5.145237721174725776e-01,4.969089277553503936e-01
4.644963706470242037e-01,9.553562640879033063e-01,6.913309721399272245e-01,6.594344063999865169e-01,5.030930931432028297e-01,1.645654385535880726e-01,3.613271831938102419e-01,4.559176146631757076e-01,4.477980426298069916e-01,4.646477221798007706e-01,4.953326738645087990e-01
4.594508080393370220e-01,9.553562640879033063e-01,6.913309721399272245e-01,6.166416322134247174e-01,4.818872204458085617e-01,1.710544668554589975e-01,3.546831220739780632e-01,4.379185931380624730e-01,4.622371282290608230e-01,4.681510731196015795e-01,4.789810085608135481e-01
4.566054919780873078e-01,9.553562640879033063e-01,6.913309721399272245e-01,6.251954260569446697e-01,4.861260574980102445e-01,1.792278697815907762e-01,3.875692905381347697e-01,4.257398854940845911e-01,4.724494854680703071e-01,5.266416436845507976e-01,4.836370868927369893e-01
3.194728958065915503e-01,9.553562640879033063e-01,6.913309721399272245e-01,3.232338186817561576e-01,3.364918579347758176e-01,2.087898619269000777e-01,3.600081061384174941e-02,2.572222332119726840e-01,5.144341830530538839e-01,5.714234280866735682e-01,3.885182990961224547e-01
2.904654168115876622e-01,9.553562640879033063e-01,6.913309721399272245e-01,3.103934459299211857e-01,3.301290997588138265e-01,1.982612361145398294e-01,5.151430346517738013e-02,2.793727505008737344e-01,5.062819001837892685e-01,5.780172329596477976e-01,3.943074422345045349e-01
2.634925251572772797e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.989284537136929210e-01,3.244473008879815712e-01,1.870083025448993075e-01,5.286155777425560753e-02,2.699297785078802470e-01,5.196203190855110954e-01,5.819760111806350222e-01,3.510041551465066245e-01
2.371387760356096219e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.970934435801775297e-01,3.235383276022312793e-01,1.744375401292154182e-01,7.004642809423844430e-02,2.774072947239274445e-01,5.359924043259538529e-01,5.949525955219644446e-01,4.180068353084976929e-01
2.098101194115423729e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.730812986424323019e-01,3.116383934905633812e-01,1.604525977311348495e-01,7.495840367293360451e-02,2.670250002688375757e-01,5.178152391599235571e-01,5.928874941545506649e-01,3.912460049147934438e-01
1.830120489377519144e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.644753346150733320e-01,3.073738078231472159e-01,1.433674802704903994e-01,8.792152841921729856e-02,2.819916948114634669e-01,5.322251061807143913e-01,6.106451010536384505e-01,3.936176171357543829e-01
1.583730105704659330e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.604351298569456130e-01,3.053718512129525164e-01,1.237019205622826856e-01,1.055479382859522142e-01,2.992856792278520972e-01,5.301066297086376444e-01,6.092941837947877248e-01,3.521341950180668645e-01
1.328862473907811426e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.560103089849328217e-01,3.031796238640324659e-01,1.025484275199525230e-01,1.159244981833907895e-01,3.020876101415532755e-01,5.422029053137673582e-01,6.194840949775550776e-01,4.011746702796246122e-01
1.064913412655551506e-01,9.553562640879033063e-01,6.913309721399272245e-01,2.523175385301832940e-01,3.013495981572427151e-01,7.780465745261588850e-02,1.295885279431420178e-01,3.038038431329946887e-01,5.384742334888472648e-01,6.247314810070436764e-01,3.990206616622773428e-01
7.886914708570291754e-02,9.553562640879033063e-01,6.913309721399272245e-01,2.431834146075006475e-01,2.968227242316084369e-01,5.089048174099919386e-02,1.469348314902539920e-01,3.209118320677453173e-01,5.394789361369931591e-01,6.293887463030525264e-01,3.651500623644421406e-01
4.578568148269765992e-01,9.553562640879033063e-01,7.516467359845958596e-01,8.183599827487120226e-01,5.143732665778536495e-01,1.722174238202771601e-01,3.917444347110972114e-01,4.608764974822967542e-01,6.177677648689018364e-01,7.486985802731562778e-01,4.856453237860438588e-01
4.620452206509511051e-01,9.553562640879033063e-01,7.516467359845958596e-01,8.344323213241765513e-01,5.223380090538797260e-01,1.737161853131147238e-01,3.817642888403981472e-01,4.451707017303999647e-01,6.019043830955015384e-01,7.304868405586412150e-01,4.932554932494548350e-01
4.662081392944592562e-01,9.553562640879033063e-01,7.516467359845958596e-01,7.932816881400971409e-01,5.019459920576003764e-01,1.743114988105453067e-01,4.031331298250855899e-01,4.611207797804520725e-01,5.975139818226744559e-01,7.389861204586574139e-01,4.887368490666077481e-01
4.650544414498490875e-01,9.553562640879033063e-01,7.516467359845958596e-01,7.846885258851428180e-01,4.976879654265133901e-01,1.763974639789882559e-01,4.068999056454408181e-01,4.560297073637057386e-01,5.924289982788870645e-01,7.285415454825399095e-01,4.877943292996718139e-01
4.612739069339141240e-01,9.553562640879033063e-01,7.516467359845958596e-01,7.809624781236925717e-01,4.958416647660335297e-01,1.791779031784729304e-01,4.256182833977196212e-01,4.524386674353413351e-01,5.066832492884574268e-01,6.037138714921193028e-01,4.912915824642491436e-01
4.574720174756656821e-01,9.553562640879033063e-01,7.516467359845958596e-01,7.556613416237453196e-01,4.833039752741252748e-01,1.847430745417615316e-01,4.674846726134335717e-01,4.952891899275531085e-01,5.752936023288686140e-01,6.759446823575923080e-01,4.897486010565483272e-01
4.557989685212289199e-01,9.553562640879033063e-01,7.516467359845958596e-01,7.321870442454290195e-01,4.716714162180718484e-01,1.923448577564713657e-01,4.169610927971279524e-01,4.343019481482311983e-01,5.253980648586834556e-01,6.196375459624267057e-01,4.841220307364842435e-01
4.582806458440624731e-01,9.553562640879033063e-01,7.516467359845958596e-01,6.873982531488903591e-01,4.494769071486482415e-01,1.990492124145852859e-01,4.398312000022488455e-01,5.002616577046870017e-01,5.027561125383794849e-01,4.837727531021220884e-01,4.751441268111442073e-01
4.607559928413186290e-01,9.553562640879033063e-01,7.516467359845958596e-01,6.130452504977030870e-01,4.126312011440025351e-01,2.099874816781085451e-01,4.328929972051921982e-01,4.855975983498206361e-01,5.062852195712403969e-01,4.680394771656120056e-01,4.559384198703350655e-01
4.632211480006505067e-01,9.553562640879033063e-01,7.516467359845958596e-01,5.926740602360031085e-01,4.025366635760028178e-01,2.261393471467030292e-01,4.281559475063710929e-01,4.218797679946809653e-01,4.535034143217195335e-01,4.352976247736997095e-01,4.512160312476244384e-01
2.677008044644511031e-01,9.553562640879033063e-01,7.516467359845958596e-01,3.147008169721598470e-01,2.647898188147070897e-01,2.364429065816994191e-01,1.042456474664438248e-01,2.767947944307060926e-01,5.113466860829376515e-01,5.704060217579158820e-01,3.718146719109123310e-01
2.391164476727962729e-01,9.553562640879033063e-01,7.516467359845958596e-01,2.901964130386674445e-01,2.526469320449878375e-01,2.201155686322013860e-01,1.094499547852876287e-01,2.800270006779636001e-01,5.129179357564312980e-01,5.735934860129811019e-01,3.793643053892747918e-01
2.093847864016157301e-01,9.553562640879033063e-01,7.516467359845958596e-01,2.950358181650936107e-01,2.550445469432131573e-01,2.023859087841914928e-01,1.268675234417218078e-01,3.023907960056979594e-01,5.069548982709614071e-01,5.904820857599489825e-01,3.353730530779692742e-01
1.799737556160087015e-01,9.553562640879033063e-01,7.516467359845958596e-01,2.996853771699700686e-01,2.573492042276888658e-01,1.822223838563596932e-01,1.432951350097553256e-01,3.223494640598366656e-01,5.378055418086125083e-01,5.855037875265476366e-01,4.060164919235037528e-01
1.501499190335615630e-01,9.553562640879033063e-01,7.516467359845958596e-01,2.822722106391681862e-01,2.487191520918025089e-01,1.585790638552870835e-01,1.550534893892550059e-01,2.892147576703610889e-01,5.289625497415642030e-01,6.020264430711514958e-01,2.729437431961401206e-01
1.190749287257972799e-01,9.553562640879033063e-01,7.516467359845958596e-01,2.788812220831232702e-01,2.470390008878798338e-01,1.312346410573925759e-01,1.710058369121577604e-01,3.149193973370332245e-01,5.103251356700917452e-01,6.104832076514160599e-01,4.223082879093065234e-01
8.843817015836241691e-02,9.553562640879033063e-01,7.516467359845958596e-01,2.677482228835192379e-01,2.415227441881521719e-01,1.000366122683306047e-01,1.848001479841659966e-01,3.183981054796052312e-01,5.568866589509082754e-01,6.253740980562546570e-01,3.806553624586074269e-01
6.011805155714000648e-02,9.553562640879033063e-01,7.516467359845958596e-01,2.598549512781619386e-01,2.376111857429166752e-01,6.769171975326371271e-02,1.944056830403790848e-01,3.342107714410375019e-01,5.412236402508323607e-01,6.288780253144787835e-01,3.989887393038349384e-01
3.066866897372810818e-02,9.553562640879033063e-01,7.516467359845958596e-01,2.483930773642552547e-01,2.319314329517424556e-01,3.345001586473772548e-02,2.033086557259212723e-01,3.428222928708346551e-01,5.486983615349891874e-01,6.333368159126280261e-01,4.081437519006039238e-01
0.000000000000000000e+00,9.553562640879033063e-01,7.516467359845958596e-01,2.457054725945353457e-01,2.305993830645300946e-01,0.000000000000000000e+00,2.120211216123690789e-01,3.403124522293299314e-01,5.713171941894994443e-01,6.496406408167872959e-01,4.201880113840782416e-01
4.639515058906200640e-01,1.000000000000000000e+00,6.045483481833524575e-01,5.229424683056164147e-01,5.325370092823890067e-01,1.864293305072857176e-01,6.274593233722307595e-01,6.665481189181190480e-01,5.610491371574197750e-01,6.049361354116515876e-01,5.669856901476025834e-01
4.714412573878441481e-01,1.000000000000000000e+00,6.045483481833524575e-01,5.227484660188895793e-01,5.324405517262214005e-01,1.876014111775050619e-01,6.269547390118835883e-01,6.644262097976536552e-01,5.696775178383167715e-01,6.232789206756380596e-01,5.686783439925292560e-01
4.788579541254918137e-01,1.000000000000000000e+00,6.256709956240043002e-01,5.890350141499608450e-01,5.416591238813073250e-01,1.895018447346021873e-01,6.545676631205412654e-01,6.810016101862204074e-01,5.676778729938715129e-01,6.165223717572336781e-01,5.635964230312946466e-01
5.132295196984493213e-01,1.000000000000000000e+00,7.357696100145134643e-01,6.152053822737667543e-01,4.314632186476876075e-01,2.418031400565125999e-01,5.225099109152511190e-01,5.989570821561501779e-01,5.435625739708553894e-01,5.700251173161301477e-01,5.776370394484926507e-01
5.460786028578201723e-01,1.000000000000000000e+00,6.059742971038062365e-01,4.390831443664238165e-01,4.893862658760866902e-01,3.320009905666160277e-01,3.027025683955466007e-01,5.037449289969214705e-01,4.083437393037925855e-01,4.207943356803957036e-01,5.704269625335902649e-01
5.775327805722907382e-01,1.000000000000000000e+00,6.045483481833524575e-01,3.438521903091363296e-01,4.437899132382169820e-01,3.686304153940880290e-01,2.794091124547843918e-01,4.264684121673270045e-01,2.816189960545093518e-01,3.526773248094557944e-01,5.456717629956838733e-01
5.920060001214217937e-01,1.000000000000000000e+00,6.045483481833524575e-01,3.185212061651769844e-01,4.312379414308858960e-01,3.868965230434442404e-01,3.033191554681954893e-01,4.684518947710955006e-01,3.120816064820715607e-01,3.450209445718480650e-01,5.459610293134853354e-01
5.984953636912484498e-01,1.000000000000000000e+00,6.045483481833524575e-01,2.996786226857051649e-01,4.219004184038261940e-01,4.029497649249442759e-01,2.741243176794256886e-01,4.222043587932156061e-01,3.340677527669469460e-01,3.553642187001272434e-01,5.357664830622543839e-01
6.049283772024867112e-01,1.000000000000000000e+00,4.752808058430604277e-01,2.426690471215318667e-01,5.382579760039531980e-01,4.199207601207757268e-01,1.830429834160697267e-01,3.611643639811933371e-01,3.100994140460677229e-01,3.270441828758656744e-01,5.327416131571880431e-01
6.081096350203334389e-01,1.000000000000000000e+00,4.752808058430604277e-01,2.270149255005841915e-01,5.305004184546089352e-01,4.261295715186304012e-01,1.517859557370841994e-01,3.135554295902326372e-01,2.509938393699892023e-01,3.190304583727815446e-01,5.336072464732621867e-01
6.182269582700117283e-01,1.000000000000000000e+00,4.752808058430604277e-01,1.063939847643864955e-01,4.707280056129750645e-01,4.282609980384107784e-01,1.527134825981211197e-01,3.292867594368915629e-01,2.694797851002684874e-01,3.552316491898077633e-01,5.185307030756579616e-01
6.229272642633465473e-01,1.000000000000000000e+00,4.752808058430604277e-01,9.738935583490843095e-02,4.662657565186533182e-01,4.308210933002701859e-01,1.348866511454573924e-01,3.058148809956678926e-01,2.745446152780279814e-01,3.494568368740282871e-01,5.084309520011414119e-01
6.275963759782225981e-01,1.000000000000000000e+00,5.073138182223716486e-01,1.700185789536548531e-01,4.664211693397464775e-01,4.346035789608282407e-01,1.515862424473727321e-01,2.987586856070484354e-01,2.829194099260783357e-01,3.453211600461293385e-01,4.984523955487816793e-01
6.268733536926174299e-01,1.000000000000000000e+00,6.573374819964135085e-01,2.870034937667730879e-01,3.565652873270924728e-01,4.773018049808088747e-01,1.282684892325776094e-01,2.026798364684665454e-01,1.300884812725751072e-01,2.130513636295597868e-01,5.028602598582451177e-01
6.261480611912282335e-01,1.000000000000000000e+00,4.773892422288243953e-01,1.539606848972749076e-01,4.919417702577219553e-01,5.334164419586614470e-01,1.479330333711057488e-01,2.430952157787279466e-01,1.156537476352642591e-01,1.968661837425815797e-01,4.948175347517577150e-01
6.254236233509826715e-01,1.000000000000000000e+00,4.752808058430604277e-01,4.044958475232141026e-02,4.380500322983856831e-01,5.449742501844729858e-01,1.288524827383039639e-01,2.137712858029280349e-01,1.457139059194152431e-01,2.347417763364262333e-01,4.734827805296038528e-01
6.230748962570431537e-01,1.000000000000000000e+00,4.752808058430604277e-01,1.831675991238990164e-02,4.270817223017089326e-01,5.470882876880995838e-01,1.248770240492017569e-01,2.128661905372147833e-01,1.353864985468025139e-01,2.222190968399903044e-01,4.960049376517189912e-01
6.199163867303967290e-01,1.000000000000000000e+00,4.752808058430604277e-01,8.346892581058029670e-03,4.221415027966950451e-01,5.484884355091101948e-01,1.266461171943725761e-01,2.236635019620083487e-01,1.449008634692123820e-01,2.169503165513302356e-01,4.773907079098101969e-01
6.167443535005998623e-01,1.000000000000000000e+00,4.752808058430604277e-01,1.925959730432269534e-02,4.275493488635155881e-01,5.506727449634427618e-01,1.102478198367543571e-01,2.050918193098458797e-01,1.207706122573891649e-01,2.101221474101260256e-01,5.054556219980538279e-01
6.130080939496602710e-01,1.000000000000000000e+00,4.752808058430604277e-01,0.000000000000000000e+00,4.180048976479205369e-01,5.527246187945511480e-01,1.144684087208551748e-01,1.990572759915938406e-01,1.224158433189208584e-01,2.139603900080180310e-01,4.897329452856544751e-01
8.366521085845863848e-01,8.862873073578202421e-01,5.708756204706717519e-01,3.953500081526086785e-01,5.069782663326453109e-01,3.505506837862528702e-01,2.572231104763077481e-01,2.369352269236927322e-01,5.239121495651222205e-02,6.382335387320159370e-02,2.249009669453420068e-01
8.114909102497029902e-01,8.862873073578202421e-01,5.713706055410815443e-01,3.832874598050131087e-01,5.004474163257098818e-01,3.597807652945983481e-01,3.553695381958507094e-01,3.855018041768848436e-01,1.630911313409972863e-01,9.893998443559515188e-02,1.443854822540356908e-01
7.854450268917587685e-01,8.862873073578202421e-01,5.724048604979765642e-01,2.598549512781619386e-01,4.381248720441085487e-01,3.553458498081516481e-01,2.918422660191883899e-01,1.993683037169017291e-01,2.784084122793373250e-02,2.961707457062789928e-02,2.564474018068148009e-01
7.681642550591081253e-01,8.862873073578202421e-01,5.724629221563161119e-01,4.025200115567921233e-01,5.087562879180196340e-01,3.659186874949482693e-01,4.195073002905364001e-01,4.415493464831364845e-01,2.219044775521140656e-01,1.247004796452146902e-01,1.535116512415055645e-01
7.504707472861029682e-01,8.862873073578202421e-01,5.721427344085848743e-01,3.063259422445916424e-01,4.614452210385644459e-01,3.650825082546674816e-01,3.003146655779856400e-01,2.406146917311162703e-01,7.538905853557575920e-02,6.704197102397690955e-02,2.920928262997046776e-01
7.323443044866244644e-01,8.862873073578202421e-01,5.703085087197271585e-01,3.787978385298365613e-01,4.994107775443650254e-01,3.741420070945652432e-01,4.091521094252746904e-01,4.293057246386986492e-01,2.538526469441996225e-01,9.635762618894982978e-02,9.138924701934569850e-02
7.279245412988999409e-01,8.862873073578202421e-01,5.744556473433811705e-01,2.011941228729373088e-01,4.067613085577895804e-01,3.689554693035990152e-01,3.330228723299832327e-01,2.141331520880620509e-01,7.720988026741115728e-02,4.669853682738178691e-02,2.653749334151740413e-01
7.303986175653840451e-01,8.862873073578202421e-01,5.738558429812754547e-01,3.521510385026505041e-01,4.822375472126010365e-01,3.795805495288070430e-01,4.442325933795264747e-01,4.480065586265190580e-01,2.249129585797962072e-01,7.882109423817906801e-02,2.414680839176492899e-01
7.328631049250400320e-01,8.862873073578202421e-01,5.742685138663712330e-01,3.304996538695280650e-01,4.710468404088691274e-01,3.816003523378084239e-01,5.496037933392302621e-01,5.353087661118999252e-01,3.776823289938038286e-01,2.313772487121805721e-01,2.637989705437278065e-01
7.333991330358216043e-01,8.862873073578202421e-01,5.746946698030179768e-01,2.720335376761379154e-01,4.415968911607227598e-01,3.828702339464258309e-01,3.406412189637424981e-01,2.358111981344820363e-01,7.160459295002363778e-02,4.592199290758913754e-02,1.891986233793674366e-01
6.493534078168152757e-01,8.862873073578202421e-01,5.765511076655142064e-01,1.574149578518362069e-01,3.827223527743249809e-01,4.034047202314713365e-01,3.478741161314508057e-01,2.910700882263771438e-01,3.232228692997349273e-01,3.184450982117985607e-01,2.286116381134193354e-01
6.486012542202410636e-01,8.862873073578202421e-01,5.781516589655877336e-01,1.627910202799810191e-01,3.835957569679720458e-01,4.022368886007906541e-01,3.564050511818620537e-01,3.103354138307247156e-01,4.000413877997813783e-01,3.009610529270421164e-01,2.137884526366876647e-01
6.478468174554308234e-01,8.862873073578202421e-01,5.788177630880150248e-01,1.740838391564419607e-01,3.884467788648190978e-01,4.089273877802713786e-01,3.451877276077369161e-01,3.134613155357975911e-01,4.029717896157485324e-01,3.309167893532365401e-01,1.993853999769301666e-01
6.517624321157919898e-01,8.862873073578202421e-01,5.793855521743332959e-01,1.371927209606457754e-01,3.695306789496334288e-01,4.055588844486879285e-01,3.453719811272132345e-01,2.867762441017591701e-01,2.909935820584288457e-01,2.314642995853023466e-01,1.617125952691634838e-01
6.556559572553881665e-01,8.862873073578202421e-01,5.784585290771312449e-01,1.579486634589472027e-01,3.808531957889397801e-01,4.035052201174075259e-01,3.412115691022881148e-01,2.977474650256655142e-01,3.259132981486425606e-01,2.829079927525601779e-01,2.263569403278252734e-01
6.595306217108660718e-01,8.862873073578202421e-01,5.790505487640138504e-01,1.436180596216234395e-01,3.730901557079451258e-01,4.107460126366502262e-01,2.394804002589726588e-01,2.220423831416640237e-01,2.791516067142802981e-01,2.122490965739873836e-01,1.345130889233198124e-01
6.543021744274235552e-01,8.862873073578202421e-01,5.799867839233319167e-01,1.367799560281035276e-01,3.686528165529101009e-01,4.016305316430313077e-01,3.308053590202794103e-01,2.939271167231489734e-01,2.888474090558649232e-01,2.446984944745230761e-01,1.939087309500595602e-01
6.345437813634364765e-01,8.862873073578202421e-01,5.819081144753373014e-01,1.335897106766477938e-01,3.649234226272764503e-01,3.974134652446374982e-01,3.165484631041215469e-01,2.935310020971346745e-01,2.926957208465348348e-01,2.357891016640706328e-01,1.996457610711819264e-01
6.262246881225752571e-01,8.862873073578202421e-01,5.803676280490054351e-01,1.186638168859532050e-01,3.592505166396514626e-01,3.971201477928665291e-01,3.122432005564056423e-01,2.922789802244425417e-01,2.803276364966035272e-01,2.359254302558103644e-01,3.897649092017962946e-02
8.117855460053335914e-01,8.862873073578202421e-01,5.606905384427265382e-01,3.329471527477720350e-01,4.874488113079780138e-01,3.570527335550880421e-01,3.814132338566595948e-01,3.208600610326051150e-01,1.531869322187032756e-01,6.630078121187188422e-02,2.232985978816967032e-01
8.212414884688361560e-01,8.862873073578202421e-01,5.615465772743061246e-01,3.674105890444200884e-01,5.035701475074156885e-01,3.555817901553480764e-01,3.804005872286931322e-01,4.006626767816323653e-01,2.339883196301808521e-01,1.304199454306269601e-01,2.799859976961180941e-01
8.075569083551659144e-01,8.862873073578202421e-01,5.609025705662620265e-01,3.256428165299090627e-01,4.835927449174555193e-01,3.526839222237123650e-01,3.123943379990806735e-01,2.336146989963276965e-01,7.684580000998564309e-02,3.899370526660805858e-02,1.965489417409977957e-01
7.817857466234081620e-01,8.862873073578202421e-01,5.598320372824049374e-01,3.435358218302301259e-01,4.936557601096542847e-01,3.524485199788043310e-01,3.969068459429044293e-01,3.543103954079397377e-01,1.955776023858354362e-01,4.392960986686134106e-02,1.999224309308947900e-01
7.550856899418905144e-01,8.862873073578202421e-01,5.593042063426119093e-01,3.075955046577855678e-01,4.764376412403401595e-01,3.504525257847967978e-01,3.857970723352431297e-01,2.861871251383862891e-01,1.298568608190401319e-01,1.466798502395614268e-01,2.050924484792858715e-01
7.404262633155860307e-01,8.862873073578202421e-01,5.611276897725673285e-01,3.129811715539460582e-01,4.770648759292591135e-01,3.516673342152247805e-01,3.596372020027203131e-01,2.634292525432415655e-01,6.631334764860896680e-02,8.735554005651047227e-02,2.481812969888459453e-01
7.506399814136768267e-01,8.862873073578202421e-01,5.614760689571014485e-01,2.686117130204249137e-01,4.546900360156915788e-01,3.510866017553434526e-01,3.497504671256450592e-01,2.645066807411775578e-01,6.779155384867652234e-02,5.388358535991755183e-02,1.793808258799903799e-01
7.607147993005503039e-01,8.862873073578202421e-01,5.613688056186681985e-01,2.782191019217504224e-01,4.595690768436986873e-01,3.529282695579903928e-01,4.098085346737123658e-01,3.797349099583974263e-01,1.815644344430421553e-01,4.743087876768625755e-02,2.616634896141918354e-01
7.706544442570757436e-01,8.862873073578202421e-01,5.616097268336832649e-01,2.956340601019747938e-01,4.679295854399928012e-01,3.538088098958632743e-01,5.049694158760105189e-01,4.174585859800874488e-01,2.218472093159465919e-01,1.905836012600428120e-01,1.740622631701499445e-01
7.525543921633321975e-01,8.862873073578202421e-01,5.616875439579227525e-01,2.422131363343509591e-01,4.413716812694314373e-01,3.587542253545705773e-01,3.838834281977432372e-01,4.332549949537143341e-01,2.335933791837783158e-01,6.170499472972812427e-02,2.192956566641787175e-01
6.661817867680244198e-01,8.862873073578202421e-01,5.685447306671849166e-01,1.659368792703365958e-01,3.959029131949967084e-01,3.869763689123920658e-01,3.571290757029522145e-01,2.944772722549769961e-01,3.671396102640412940e-01,2.973511568353098822e-01,2.150557689283509877e-01
6.647417268307591609e-01,8.862873073578202421e-01,5.696159705018266628e-01,1.050608566463391291e-01,3.645365216454911073e-01,3.935240548571401487e-01,2.809035623118473768e-01,2.633007651906236202e-01,2.350401858614775685e-01,2.079088816530846318e-01,2.148680327251393241e-01
6.617399097363654281e-01,8.862873073578202421e-01,5.699374509505514830e-01,1.512130861472016641e-01,3.870483922829683343e-01,3.934199965741848048e-01,2.662269804602797052e-01,2.511015205514296467e-01,2.416193393167512804e-01,2.001082674883303270e-01,2.059392002400094457e-01
6.579532239309227037e-01,8.862873073578202421e-01,5.695044430689331083e-01,1.151821602296438651e-01,3.696776837883412603e-01,3.938461723990969165e-01,2.629686665162439541e-01,2.657321275914066305e-01,2.437287474898255368e-01,1.895977646980788744e-01,2.821268386761892621e-01
6.541470836258671540e-01,8.862873073578202421e-01,5.691338155725044201e-01,1.075538204076803561e-01,3.663116377354896924e-01,3.933679598930429622e-01,2.664421583715194108e-01,2.653193551802550676e-01,2.453147940818832806e-01,1.979052860927852375e-01,2.318573777737829023e-01
6.513423249118275304e-01,8.862873073578202421e-01,5.700102717375188366e-01,1.161318759502793785e-01,3.695812191637891653e-01,3.919795793259546191e-01,2.615066617771746316e-01,2.627454011952620183e-01,2.530249698467869068e-01,1.811481060676121135e-01,2.511153451369790846e-01
6.505089617126893486e-01,8.862873073578202421e-01,5.722206878365632132e-01,7.405360205426811393e-02,3.462579528310361643e-01,3.911896657452745840e-01,2.320104440798143042e-01,2.480339413826422312e-01,2.619903777361265451e-01,1.798710395334082168e-01,1.504470244489066744e-01
6.496746600173057828e-01,8.862873073578202421e-01,5.709994437198636641e-01,1.235765335107699980e-01,3.721650901960205093e-01,3.910430084721002730e-01,1.957667470504540486e-01,2.347928506551713035e-01,2.791593224900700276e-01,1.716792725076139448e-01,2.903842624915828896e-01
6.488394177095087034e-01,8.862873073578202421e-01,5.719825116317880376e-01,8.890029755306555481e-02,3.538804385901883065e-01,3.898074805425181255e-01,2.051492050477085050e-01,2.462957608920587349e-01,2.749230650615182014e-01,1.633403447269730080e-01,2.181670046831361010e-01
6.496776900352412287e-01,8.862873073578202421e-01,5.715766072832337841e-01,6.150340280269153692e-02,3.407591498884209313e-01,3.875451404970922109e-01,2.056423706421873776e-01,2.378238161205279422e-01,2.346900201334912728e-01,1.574442370235829003e-01,2.409857103514261301e-01
8.289541612352817612e-01,8.862873073578202421e-01,5.694601064880221442e-01,3.774751880990893094e-01,4.997046217321757244e-01,3.497412549606944143e-01,3.134855622591736779e-01,3.011677381886499472e-01,1.602116430644454637e-01,7.530893331159771442e-02,2.338594403931132382e-01
8.057207398630583661e-01,8.862873073578202421e-01,5.696131113445925820e-01,3.470077315638425697e-01,4.844354116005191724e-01,3.585913013985834175e-01,3.448505129019635018e-01,3.386641905967787691e-01,1.912064607052734733e-01,1.218769175043823427e-01,2.293981729334735320e-01
7.817350422978655011e-01,8.862873073578202421e-01,5.699003197888692362e-01,3.469447653531386178e-01,4.840821679341750228e-01,3.659522489861903871e-01,3.371972183899017983e-01,2.940467014067356111e-01,1.333163882660015620e-01,7.779736144436855128e-02,2.551792471888421066e-01
7.966809908596959033e-01,8.862873073578202421e-01,5.687440890411500360e-01,2.837815401196361886e-01,4.540756471384873039e-01,3.745784912376911580e-01,3.301697993913305096e-01,2.843804587409973772e-01,1.352551954525154088e-01,3.983286204728542224e-02,1.393089441745565260e-01
8.113325864498481810e-01,8.862873073578202421e-01,5.708371821182294248e-01,2.901690114856303460e-01,4.549000373179165058e-01,3.833646945110393833e-01,3.557081122363775494e-01,3.268260545518656413e-01,1.557662860670285809e-01,5.794780851516900810e-02,2.356059745548121365e-01
8.256988337357060725e-01,8.862873073578202421e-01,5.733607306164826278e-01,2.616011376728074600e-01,4.379205199108165414e-01,3.902989929716835782e-01,3.482455613519014892e-01,3.322886700112590574e-01,1.424735011328354117e-01,0.000000000000000000e+00,2.027036163358294507e-01
8.133310715596420160e-01,8.862873073578202421e-01,5.725294667502067725e-01,2.526218184609491102e-01,4.344000191908274355e-01,3.950992547508992425e-01,3.426195697924683259e-01,3.301237231411593420e-01,1.269837056194791369e-01,3.470666738130123719e-03,1.898255938432134027e-01
7.871320111602984060e-01,8.862873073578202421e-01,5.718903091047685683e-01,2.858392972817602740e-01,4.515758176993415196e-01,4.003892556297694583e-01,4.275608067413364521e-01,4.427777002085114821e-01,3.153070793044654985e-01,1.643589960943045991e-01,2.100455607790705503e-01
7.599723749782019144e-01,8.862873073578202421e-01,5.714672309595231203e-01,2.756550975320885555e-01,4.470027617114269991e-01,4.020205288912843677e-01,4.988338813727296039e-01,3.938816703364205196e-01,2.447257789689107899e-01,2.208685880502015975e-01,2.582931353662667462e-01
7.420489801524345896e-01,8.862873073578202421e-01,5.725959965107173533e-01,2.453101922680699931e-01,4.307027762752173583e-01,4.066409335957383853e-01,3.431426919989040702e-01,2.412774648371444064e-01,1.045755562839209007e-01,2.684972921600747853e-02,1.666583589326691150e-01
